train_time,dataset,test_acc,inside_labels,unknown_labels,nb_epochs,Bayesian prediction STD bal_acc,Bayesian prediction STD bal_acc_threshold,Bayesian prediction STD f1_score,Bayesian prediction STD f1_score_threshold,Bayesian entropy bal_acc,Bayesian entropy bal_acc_threshold,Bayesian entropy f1_score,Bayesian entropy f1_score_threshold
651.5334143638611,mnist,0.9899287644313437,"[0, 1, 4, 8]","[7, 9]",100.0,0.8198269503982245,0.013369837418249453,0.8248497899976341,0.01722805447131392,0.8013955331151854,0.26633327251749805,0.8097316201104339,0.3100926635931924
650.4742245674133,mnist,0.9894374846475068,"[0, 1, 4, 8]","[7, 9]",100.0,0.8149988622217182,0.01722805447131392,0.8213974810129735,0.024569164629827903,0.7913134068745282,0.27317215984413734,0.802038692447835,0.39957803018952653
654.9065358638763,mnist,0.9896831245394252,"[0, 1, 4, 8]","[7, 9]",100.0,0.77606916726085,0.01906690840512252,0.7912164524334521,0.026510836019085417,0.7562038320122872,0.27317215984413734,0.7767678853346538,0.3895745615775501
1345.0794475078583,mnist,0.9828187250996016,"[2, 4, 7, 8]","[3, 6]",100.0,0.8827173368883194,0.025847135074695583,0.8806232249106741,0.02934049709215781,0.8770187868203623,0.4771760948938751,0.8770291223439165,0.5698437059469136
1281.637666463852,mnist,0.9825697211155379,"[2, 4, 7, 8]","[3, 6]",100.0,0.8839700661844977,0.027889802923804396,0.8842170532494018,0.02934049709215781,0.8743144347917624,0.3895745615775501,0.8738383300150238,0.4203621683844718
1277.427496433258,mnist,0.9813247011952191,"[2, 4, 7, 8]","[3, 6]",100.0,0.8988176716591956,0.026510836019085417,0.8975002168621022,0.026510836019085417,0.8911205554631823,0.3895745615775501,0.8914854582544506,0.5555776222398878
1325.0247383117676,mnist,0.984398590840463,"[2, 3, 6, 8]","[5, 0]",100.0,0.8612148473913677,0.022769702553816752,0.8560578373148026,0.022769702553816752,0.8565457282174257,0.32622220097116733,0.8524634264048682,0.4203621683844718
1255.544497013092,mnist,0.9833920483140413,"[2, 3, 6, 8]","[5, 0]",100.0,0.8597066163955669,0.022769702553816752,0.8536846068073831,0.027889802923804396,0.8586082800066388,0.3345989120549975,0.8516000133951575,0.4098383671757253
1244.8747129440308,mnist,0.984398590840463,"[2, 3, 6, 8]","[5, 0]",100.0,0.8707452363681123,0.026510836019085417,0.869165670505436,0.032472184920731256,0.8660307763436823,0.361041859717333,0.8630328933513519,0.43115619903182284
1293.4190242290497,mnist,0.9805327868852459,"[3, 5, 7, 8]","[2, 4]",100.0,0.8796374192727625,0.03165924111983521,0.8767804857808065,0.03593813663804626,0.8856201238284238,0.5555776222398878,0.885048867500437,0.5994842503189421
1254.8930518627167,mnist,0.9800204918032787,"[3, 5, 7, 8]","[2, 4]",100.0,0.8950683984576735,0.03416123268585532,0.8927083394666749,0.04079534503452449,0.898151860358662,0.6306665540567405,0.8986273825176997,0.6979813907830668
1255.7619290351868,mnist,0.9825819672131147,"[3, 5, 7, 8]","[2, 4]",100.0,0.8986243324791192,0.037807466635993416,0.8970874763607358,0.037807466635993416,0.9019514990204496,0.5698437059469136,0.9006897631364682,0.5698437059469136
630.4519817829132,mnist,0.9792759706190975,"[0, 4, 5, 6]","[1, 3]",100.0,0.8590088717394562,0.023354381399064816,0.8612018939420885,0.02934049709215781,0.8559978119335497,0.37982153061907364,0.8596542791713762,0.48942898961145315
634.7791366577148,mnist,0.9803252885624344,"[0, 4, 5, 6]","[1, 3]",100.0,0.8439819800335069,0.01767043526088943,0.8450018417633495,0.03503842245290676,0.8427053696389935,0.34319071974590426,0.8465729375803243,0.5844761131633626
638.584615945816,mnist,0.9803252885624344,"[0, 4, 5, 6]","[1, 3]",100.0,0.8719239227927389,0.021643890860640204,0.8727479491280677,0.032472184920731256,0.8719213004819238,0.48942898961145315,0.8740354113811929,0.5416686911033157
731.4983582496643,mnist,0.983826130907253,"[0, 3, 6, 9]","[1, 5]",100.0,0.7660863304348258,0.015966260221014283,0.7810854089300711,0.023954073587208795,0.7517968066683054,0.27317215984413734,0.7681475545868023,0.37982153061907364
640.3061447143555,mnist,0.983826130907253,"[0, 3, 6, 9]","[1, 5]",100.0,0.7647811721678888,0.014796880626863964,0.7833266113908594,0.023354381399064816,0.753120692086593,0.23462288481422625,0.7706299189985891,0.528107971193432
644.9477858543396,mnist,0.9825625473843821,"[0, 3, 6, 9]","[1, 5]",100.0,0.7710090004784703,0.022199661191199524,0.7860428050356641,0.030866649433372743,0.7590069610970661,0.3520031472796675,0.7761398902716447,0.48942898961145315
767.862452507019,mnist,0.9838076545632973,"[1, 6, 8, 9]","[4, 3]",100.0,0.8154557795598496,0.02934049709215781,0.8252528496531869,0.03416123268585532,0.8119436697683257,0.528107971193432,0.824525550454931,0.5994842503189421
650.9522850513458,mnist,0.9818449460255152,"[1, 6, 8, 9]","[4, 3]",100.0,0.8147456588919902,0.022769702553816752,0.8239182887216392,0.04184288507901576,0.8126448519512307,0.4203621683844718,0.820384416405206,0.7159041085964888
645.2606270313263,mnist,0.9828263002944063,"[1, 6, 8, 9]","[4, 3]",100.0,0.8155488750247558,0.03593813663804626,0.827386313085829,0.036860953621721544,0.8129396238608905,0.5555776222398878,0.8228084589484411,0.6148777653810029
745.7439422607422,mnist,0.9832995951417004,"[0, 2, 4, 6]","[5, 9]",100.0,0.9074961554702737,0.04291732378422149,0.9071921931421613,0.04291732378422149,0.915462784466863,0.7923168624866261,0.9152537647724918,0.7923168624866261
622.5891585350037,mnist,0.9822874493927125,"[0, 2, 4, 6]","[5, 9]",100.0,0.9078423955612556,0.03330600343624582,0.906207291461395,0.037807466635993416,0.9148607828260211,0.6634708121092338,0.914219673630924,0.7342870447166758
621.8752748966217,mnist,0.9812753036437247,"[0, 2, 4, 6]","[5, 9]",100.0,0.9012880367677178,0.03416123268585532,0.8996735788625595,0.04184288507901576,0.9052806678506846,0.8335293965098187,0.9065436693159836,0.8335293965098187
1385.088717699051,mnist,0.9833375410249937,"[2, 5, 7, 9]","[8, 0]",100.0,0.8335719318312258,0.023354381399064816,0.838708185134907,0.023354381399064816,0.830599393907494,0.3703126675869931,0.8365104334424691,0.3703126675869931
1262.341011762619,mnist,0.9828326180257511,"[2, 5, 7, 9]","[8, 0]",100.0,0.8459962338365308,0.01722805447131392,0.8447969693199756,0.023354381399064816,0.8457501951013642,0.27317215984413734,0.8447652014890024,0.361041859717333
1255.7593879699707,mnist,0.9808129260287806,"[2, 5, 7, 9]","[8, 0]",100.0,0.831571344542531,0.012708787092020595,0.8291446268140127,0.01679674872092653,0.8290967202733739,0.18675458427610742,0.8281574895593617,0.26633327251749805
776.9627215862274,mnist,0.9807270065869724,"[1, 2, 6, 8]","[4, 9]",100.0,0.855494404495875,0.0200586777950823,0.8549681438520391,0.027889802923804396,0.8525093086482265,0.3520031472796675,0.8522552903910262,0.4098383671757253
1305.5601093769073,mnist,0.9838985118321542,"[1, 2, 6, 8]","[4, 9]",100.0,0.8624442047617101,0.01722805447131392,0.8662803134248227,0.023354381399064816,0.8660789320784739,0.2873812691851069,0.8668205016607613,0.2873812691851069
646.6477518081665,mnist,0.9819468162966577,"[1, 2, 6, 8]","[4, 9]",100.0,0.84740640731012,0.021102034285685967,0.8474910585280183,0.021102034285685967,0.8461371912913384,0.3100926635931924,0.8451405614372595,0.361041859717333
773.7445931434631,mnist,0.9887832236039991,"[0, 1, 6, 7]","[9, 3]",100.0,0.9171491353701426,0.02934049709215781,0.9178850346222357,0.032472184920731256,0.9169255614308214,0.5019965133110079,0.9173921904835118,0.5555776222398878
654.6749022006989,mnist,0.9895147524993904,"[0, 1, 6, 7]","[9, 3]",100.0,0.9203227011492257,0.022769702553816752,0.9201117005134484,0.02860595535175739,0.9192640465570474,0.45358288255101814,0.9187356685669944,0.5019965133110079
670.7808840274811,mnist,0.9895147524993904,"[0, 1, 6, 7]","[9, 3]",100.0,0.9247573193617014,0.025847135074695583,0.9236835360225151,0.025847135074695583,0.9213337226714746,0.5019965133110079,0.9208947959292778,0.5019965133110079
1387.0483567714691,mnist,0.9814629258517034,"[2, 6, 7, 8]","[5, 3]",100.0,0.8919918186892399,0.022769702553816752,0.8885646275493038,0.032472184920731256,0.8848549575035517,0.4422273980505897,0.8823163257739841,0.45358288255101814
1260.081336736679,mnist,0.9829659318637275,"[2, 6, 7, 8]","[5, 3]",100.0,0.8847023222207522,0.026510836019085417,0.8820813354811728,0.02860595535175739,0.8766048264417312,0.3895745615775501,0.8744771026216627,0.45358288255101814
1260.3173415660858,mnist,0.9824649298597194,"[2, 6, 7, 8]","[5, 3]",100.0,0.8835141553342465,0.025200049937640894,0.8802482171061424,0.02719157943036019,0.8791778815522302,0.39957803018952653,0.8762146553212816,0.39957803018952653
645.5672647953033,mnist,0.9860453526040369,"[1, 5, 6, 7]","[8, 4]",100.0,0.8671178543548899,0.022769702553816752,0.8677387375062945,0.022769702553816752,0.8573755015387263,0.3520031472796675,0.8576693269913492,0.39957803018952653
655.444543838501,mnist,0.9865437328681784,"[1, 5, 6, 7]","[8, 4]",100.0,0.8618403843629375,0.030093900344497243,0.8646161250461439,0.030093900344497243,0.8507173470762395,0.4422273980505897,0.8524951835043012,0.48942898961145315
649.8251111507416,mnist,0.9870421131323199,"[1, 5, 6, 7]","[8, 4]",100.0,0.8508614071887884,0.01767043526088943,0.8538564544903369,0.020573743134329157,0.8418229903484493,0.3023294684405776,0.84656516357881,0.37982153061907364
621.9816789627075,mnist,0.9825475384214639,"[0, 5, 6, 9]","[3, 2]",100.0,0.8004866929765883,0.030866649433372743,0.814783163084922,0.04079534503452449,0.7982402382924294,0.4422273980505897,0.8150590191926732,0.5994842503189421
1255.03977227211,mnist,0.986975774941391,"[0, 5, 6, 9]","[3, 2]",100.0,0.8003317812686459,0.0200586777950823,0.8185215632050128,0.04079534503452449,0.7992190029244137,0.465229952396018,0.8211103289713088,0.6979813907830668
634.5199530124664,mnist,0.9820265694191196,"[0, 5, 6, 9]","[3, 2]",100.0,0.8037101358262164,0.030093900344497243,0.8190795355118472,0.037807466635993416,0.8020364298563595,0.48942898961145315,0.8180286128393623,0.5994842503189421
951.0892412662506,mnist,0.9822878228782288,"[1, 3, 5, 7]","[8, 2]",100.0,0.8759270706664073,0.026510836019085417,0.8727955468123129,0.03330600343624582,0.880531771494776,0.5148867450137488,0.8792585808930061,0.6306665540567405
671.0834708213806,mnist,0.982779827798278,"[1, 3, 5, 7]","[8, 2]",100.0,0.8856356891934551,0.025200049937640894,0.8817442475052659,0.032472184920731256,0.8887170693358424,0.45358288255101814,0.8861726126908739,0.5994842503189421
662.0279607772827,mnist,0.9825338253382534,"[1, 3, 5, 7]","[8, 2]",100.0,0.8660495929701443,0.0200586777950823,0.8611530506855142,0.023354381399064816,0.8694506474090415,0.4203621683844718,0.8663711578636696,0.5019965133110079
1263.8966166973114,mnist,0.9847194388777555,"[0, 3, 7, 8]","[5, 6]",100.0,0.8648611772940736,0.022199661191199524,0.8648921104447909,0.025200049937640894,0.8573919722325251,0.3023294684405776,0.8555710983589072,0.3520031472796675
1278.9715065956116,mnist,0.9844689378757515,"[0, 3, 7, 8]","[5, 6]",100.0,0.8856184877739864,0.023354381399064816,0.8849093367673645,0.02860595535175739,0.8804361039843914,0.34319071974590426,0.8761575565822252,0.4422273980505897
1266.6167221069336,mnist,0.9834669338677354,"[0, 3, 7, 8]","[5, 6]",100.0,0.8690160088473757,0.025847135074695583,0.8673534057785153,0.02860595535175739,0.8618457642374664,0.4203621683844718,0.8626740253267252,0.48942898961145315
2555.78151845932,mnist,0.9849056603773585,"[3, 4, 8, 9]","[0, 7]",100.0,0.8180503522270215,0.010115911122238298,0.8203731978854493,0.01556654359271059,0.8170049726732244,0.16874356777273722,0.8202024178492537,0.21743894756000756
1928.7361326217651,mnist,0.9846540880503145,"[3, 4, 8, 9]","[0, 7]",100.0,0.8186379196811179,0.013369837418249453,0.8217874592107285,0.021102034285685967,0.8163894300637409,0.17307655341957276,0.81937471660831,0.24064751500154216
1915.315254688263,mnist,0.9831446540880503,"[3, 4, 8, 9]","[0, 7]",100.0,0.8216531309697821,0.010642092440647224,0.8228061588743667,0.021643890860640204,0.8157638145381674,0.19646866461804485,0.8178891930518208,0.28018665564591894
2576.686470270157,mnist,0.9808819780780015,"[4, 6, 8, 9]","[1, 2]",100.0,0.8341675587899622,0.013713147177539428,0.8352270977562689,0.01722805447131392,0.8335510011131588,0.23462288481422625,0.836306801083927,0.2873812691851069
2566.4747364521027,mnist,0.9816466989548814,"[4, 6, 8, 9]","[1, 2]",100.0,0.8317149725977288,0.013369837418249453,0.8353284126999742,0.015966260221014283,0.8294044482664613,0.19646866461804485,0.8342798835973294,0.2947606255124859
1918.5990798473358,mnist,0.9829212337496813,"[4, 6, 8, 9]","[1, 2]",100.0,0.8121573504845601,0.014426439512181588,0.8180092823758379,0.023354381399064816,0.8116781602056822,0.23462288481422625,0.8176199951797118,0.26633327251749805
1930.9617428779602,mnist,0.9809594460929772,"[2, 3, 7, 8]","[0, 9]",100.0,0.8578358672135054,0.027889802923804396,0.8589524589403976,0.03330600343624582,0.861024151032512,0.43115619903182284,0.8627633356360799,0.465229952396018
1286.595048904419,mnist,0.9826904055390703,"[2, 3, 7, 8]","[0, 9]",100.0,0.8654354765401789,0.026510836019085417,0.8620457158641261,0.027889802923804396,0.8676144823300771,0.39957803018952653,0.8649106724934843,0.43115619903182284
1923.4328384399414,mnist,0.9831849653808111,"[2, 3, 7, 8]","[0, 9]",100.0,0.8696326410257581,0.021102034285685967,0.8708829854130966,0.025200049937640894,0.8664356730987237,0.2873812691851069,0.869424622927657,0.4203621683844718
638.9625070095062,mnist,0.9812218327491237,"[3, 4, 7, 8]","[9, 2]",100.0,0.8575130432474063,0.032472184920731256,0.8576177543081454,0.03977403024058037,0.8488826226278878,0.5555776222398878,0.8489548367249403,0.6634708121092338
640.7791919708252,mnist,0.9802203304957436,"[3, 4, 7, 8]","[9, 2]",100.0,0.8407039040846664,0.03165924111983521,0.8428122966537029,0.04184288507901576,0.8295814549739141,0.5555776222398878,0.831937504053499,0.6979813907830668
1268.6183252334595,mnist,0.986229344016024,"[3, 4, 7, 8]","[9, 2]",100.0,0.8721512404147964,0.030866649433372743,0.8719587495404048,0.030866649433372743,0.8647115984801212,0.43115619903182284,0.8622115054885289,0.465229952396018
